Quarter,Ticker,Stock,%,Change,Unnamed: 0,Income_Revenue,Income_Cost Of Goods Sold,Income_Gross Profit,Income_Research And Development Expenses,Income_SG&A Expenses,Income_Other Operating Income Or Expenses,Income_Operating Expenses,Income_Operating Income,Income_Total Non-Operating Income/Expense,Income_Pre-Tax Income,Income_Income Taxes,Income_Income After Taxes,Income_Other Income,Income_Income From Continuous Operations,Income_Income From Discontinued Operations,Income_Net Income,Income_EBITDA,Income_EBIT,Income_Basic EPS,Income_EPS - Earnings Per Share,Balance_Cash On Hand,Balance_Receivables,Balance_Inventory,Balance_Pre-Paid Expenses,Balance_Other Current Assets,Balance_Total Current Assets,"Balance_Property, Plant, And Equipment",Balance_Long-Term Investments,Balance_Goodwill And Intangible Assets,Balance_Other Long-Term Assets,Balance_Total Long-Term Assets,Balance_Total Assets,Balance_Total Current Liabilities,Balance_Long Term Debt,Balance_Other Non-Current Liabilities,Balance_Total Long Term Liabilities,Balance_Total Liabilities,Balance_Common Stock Net,Balance_Retained Earnings (Accumulated Deficit),Balance_Comprehensive Income,Balance_Other Share Holders Equity,Balance_Share Holder Equity,Balance_Total Liabilities And Share Holders Equity,CashFlow_Net Income/Loss,CashFlow_Total Depreciation And Amortization - Cash Flow,CashFlow_Other Non-Cash Items,CashFlow_Total Non-Cash Items,CashFlow_Change In Accounts Receivable,CashFlow_Change In Inventories,CashFlow_Change In Accounts Payable,CashFlow_Change In Assets/Liabilities,CashFlow_Total Change In Assets/Liabilities,CashFlow_Cash Flow From Operating Activities,"CashFlow_Net Change In Property, Plant, And Equipment",CashFlow_Net Change In Intangible Assets,CashFlow_Net Acquisitions/Divestitures,CashFlow_Net Change In Short-term Investments,CashFlow_Net Change In Long-Term Investments,CashFlow_Net Change In Investments - Total,CashFlow_Investing Activities - Other,CashFlow_Cash Flow From Investing Activities,CashFlow_Net Long-Term Debt,CashFlow_Net Current Debt,CashFlow_Debt Issuance/Retirement Net - Total,CashFlow_Net Common Equity Issued/Repurchased,CashFlow_Net Total Equity Issued/Repurchased,CashFlow_Total Common And Preferred Stock Dividends Paid,CashFlow_Financial Activities - Other,CashFlow_Cash Flow From Financial Activities,CashFlow_Net Cash Flow,CashFlow_Stock-Based Compensation,CashFlow_Common Stock Dividends Paid,StockPrice,Annual_Basic_EPS,PER,ROI,Operating_Margin,Gross_Margin,Net_Profit_Margin,ROE,Current_Ratio,Debt_to_Equity,EBITDA_Margin
2017 Q4,AAPL,APPLE INC,14.63%,1,2017-12-31,88293,54381,33912,3407,4231,0,7638,26274,756,27030,6965,20065,0,20065,0,20065,29019,26274,0.98,0.97,77153,50899,4421,0,11337,143810,33679,207944,8038,13323,262984,406794,115788,103922,43754,150807,266595,36447,104593,-841,0,140199,406794,48351,10157,10640,20797,-2093,-2723,8966,-9073,-4923,64225,-12451,0,-329,-33147,-395,-33542,-124,-46446,25162,3852,29014,-32345,-32345,-12769,-1874,-17974,-195,4840,-12769,39.76781082,2.46,16.16577676,0.04932472,0.297577384,0.384084809,0.227254709,0.143117997,1.242011262,1.901547087,0.328667052
2018 Q1,AAPL,APPLE INC,21.27%,1,2018-03-31,61137,37715,23422,3378,4150,0,7528,15894,274,16168,2346,13822,0,13822,0,13822,18633,15894,0.69,0.68,87940,22408,7662,0,12043,130053,35077,179286,0,23086,237449,367502,89320,101362,46855,151304,240624,38044,91898,-3064,0,126878,367502,59531,10903,-27694,-16791,-5322,828,9175,30013,34694,77434,-13313,0,-721,32363,-1518,30845,-745,16066,469,-37,432,-72069,-72069,-13712,-2527,-87876,5624,5340,-13712,39.58782196,2.62,15.10985571,0.03761068,0.259973502,0.383106793,0.226082405,0.108939296,1.456034483,1.896498999,0.304774523
2018 Q2,AAPL,APPLE INC,23.84%,1,2018-06-30,53265,32844,20421,3701,4108,0,7809,12612,672,13284,1765,11519,0,11519,0,11519,15277,12612,0.59,0.59,70970,26367,5936,0,12488,115761,38117,172773,0,22546,233436,349197,88548,97128,45694,145700,234248,38624,79436,-3111,0,114949,349197,59531,10903,-27694,-16791,-5322,828,9175,30013,34694,77434,-13313,0,-721,32363,-1518,30845,-745,16066,469,-37,432,-72069,-72069,-13712,-2527,-87876,5624,5340,-13712,43.84527588,2.79,15.71515264,0.03298711,0.236778372,0.383384962,0.216258331,0.100209658,1.307324841,2.037842869,0.286811227
2018 Q3,AAPL,APPLE INC,25.79%,1,2018-09-30,62900,38816,24084,3750,4216,0,7966,16118,303,16421,2296,14125,0,14125,0,14125,18872,16118,0.74,0.74,66301,48995,3956,0,12087,131339,41304,170799,0,22283,234386,365725,115929,93735,48914,142649,258578,40201,70400,-3454,0,107147,365725,59531,10903,-27694,-16791,-5322,828,9175,30013,34694,77434,-13313,0,-721,32363,-1518,30845,-745,16066,469,-37,432,-72069,-72069,-13712,-2527,-87876,5624,5340,-13712,53.65643692,3,17.88547897,0.038621915,0.256248013,0.382893482,0.224562798,0.131828236,1.132926188,2.413301352,0.300031797
2018 Q4,AAPL,APPLE INC,21.51%,-1,2018-12-31,84310,52279,32031,3902,4783,0,8685,23346,560,23906,3941,19965,0,19965,0,19965,26741,23346,1.06,1.05,86427,36981,4988,0,12432,140828,39597,158608,0,34686,232891,373719,108283,92989,54555,147544,255827,40970,80510,-3588,0,117892,373719,59531,10903,-27694,-16791,-5322,828,9175,30013,34694,77434,-13313,0,-721,32363,-1518,30845,-745,16066,469,-37,432,-72069,-72069,-13712,-2527,-87876,5624,5340,-13712,37.6242485,3.08,12.2156651,0.053422491,0.276906654,0.379919345,0.23680465,0.169349913,1.300555027,2.170011536,0.317174712
2019 Q1,AAPL,APPLE INC,23.77%,0,2019-03-31,58015,36194,21821,3948,4458,0,8406,13415,378,13793,2232,11561,0,11561,0,11561,16455,13415,0.62,0.62,80092,26278,4884,0,12092,123346,38746,145319,0,34587,218652,341998,93772,90201,52165,142366,236138,42801,64558,-1499,0,105860,341998,55256,12547,5076,17623,245,-289,-1923,-1521,-3488,69391,-10495,0,-624,57460,633,58093,-1078,45896,-1842,-5977,-7819,-66116,-66116,-14119,-2922,-90976,24311,6068,-14119,45.50131607,3.01,15.1167163,0.033804291,0.231233302,0.376126864,0.199276049,0.109210278,1.31538199,2.23066314,0.283633543
2019 Q2,AAPL,APPLE INC,23.74%,0,2019-06-30,53809,33582,20227,4257,4426,0,8683,11544,367,11911,1867,10044,0,10044,0,10044,14477,11544,0.55,0.55,94614,26474,3355,0,10530,134973,37636,115996,0,33634,187266,322239,89704,84936,51143,136079,225783,43371,53724,-639,0,96456,322239,55256,12547,5076,17623,245,-289,-1923,-1521,-3488,69391,-10495,0,-624,57460,633,58093,-1078,45896,-1842,-5977,-7819,-66116,-66116,-14119,-2922,-90976,24311,6068,-14119,47.59305191,2.97,16.0245966,0.031169412,0.214536602,0.375903659,0.186660224,0.104130381,1.504648622,2.340787509,0.269044212
2019 Q3,AAPL,APPLE INC,25.96%,-1,2019-09-30,64040,39727,24313,4110,4578,0,8688,15625,502,16127,2441,13686,0,13686,0,13686,18804,15625,0.77,0.77,100557,45804,4106,0,12352,162819,37378,105341,0,32978,175697,338516,105718,91807,50503,142310,248028,45174,45898,-584,0,90488,338516,55256,12547,5076,17623,245,-289,-1923,-1521,-3488,69391,-10495,0,-624,57460,633,58093,-1078,45896,-1842,-5977,-7819,-66116,-66116,-14119,-2922,-90976,24311,6068,-14119,54.06182098,3,18.02060699,0.040429404,0.243988132,0.379653342,0.213710181,0.151246574,1.540125617,2.741004332,0.293628982
2019 Q4,AAPL,APPLE INC,29.74%,-1,2019-12-31,91819,56602,35217,4451,5197,0,9648,25569,349,25918,3682,22236,0,22236,0,22236,28385,25569,1.26,1.25,107162,39946,4097,0,12026,163231,37031,99899,0,40457,177387,340618,102161,93078,55848,148926,251087,45972,43977,-418,0,89531,340618,55256,12547,5076,17623,245,-289,-1923,-1521,-3488,69391,-10495,0,-624,57460,633,58093,-1078,45896,-1842,-5977,-7819,-66116,-66116,-14119,-2922,-90976,24311,6068,-14119,71.09397888,3.2,22.2168684,0.065281342,0.278471776,0.383548067,0.242172099,0.248360903,1.597781932,2.80446996,0.30914081
2020 Q1,AAPL,APPLE INC,35.52%,0,2020-03-31,58313,35943,22370,4565,4952,0,9517,12853,282,13135,1886,11249,0,11249,0,11249,15639,12853,0.64,0.64,94051,30677,3334,0,15691,143753,35889,98793,0,41965,176647,320400,96094,89086,56795,145881,241975,48032,33182,-2789,0,78425,320400,57411,11056,6517,17573,6917,-127,-4062,2962,5690,80674,-7309,0,-1524,5453,0,5453,-909,-4289,3462,-963,2499,-72358,-72358,-14081,-2880,-86820,-10435,6829,-14081,61.71084213,3.22,19.16485781,0.035109238,0.220413973,0.383619433,0.192907242,0.143436404,1.495962287,3.085431941,0.268190626
2020 Q2,AAPL,APPLE INC,44.18%,0,2020-06-30,59685,37005,22680,4758,4831,0,9589,13091,46,13137,1884,11253,0,11253,0,11253,15843,13091,0.65,0.65,93025,32075,3978,0,10987,140065,35687,100592,0,41000,177279,317344,95318,94048,55696,149744,245062,48696,24136,-550,0,72282,317344,57411,11056,6517,17573,6917,-127,-4062,2962,5690,80674,-7309,0,-1524,5453,0,5453,-909,-4289,3462,-963,2499,-72358,-72358,-14081,-2880,-86820,-10435,6829,-14081,88.76895142,3.32,26.73763597,0.035459943,0.219334841,0.379994974,0.188539834,0.155681913,1.469449632,3.390359979,0.265443579
2020 Q3,AAPL,APPLE INC,46.35%,-1,2020-09-30,64698,40009,24689,4978,4936,0,9914,14775,126,14901,2228,12673,0,12673,0,12673,17477,14775,0.76,0.74,90943,37445,4061,0,11264,143713,36766,100887,0,42522,180175,323888,105392,98667,54490,153157,258549,50779,14966,-406,0,65339,323888,57411,11056,6517,17573,6917,-127,-4062,2962,5690,80674,-7309,0,-1524,5453,0,5453,-909,-4289,3462,-963,2499,-72358,-72358,-14081,-2880,-86820,-10435,6829,-14081,112.9261856,3.31,34.11667239,0.039127723,0.228368729,0.381603759,0.195879316,0.193957667,1.363604448,3.95703944,0.270131998
2020 Q4,AAPL,APPLE INC,43.61%,-1,2020-12-31,111439,67111,44328,5163,5631,0,10794,33534,45,33579,4824,28755,0,28755,0,28755,36200,33534,1.7,1.68,76826,58620,4973,0,13687,154106,37933,118745,0,43270,199948,354054,132507,99281,56042,155323,287830,51744,14301,179,0,66224,354054,57411,11056,6517,17573,6917,-127,-4062,2962,5690,80674,-7309,0,-1524,5453,0,5453,-909,-4289,3462,-963,2499,-72358,-72358,-14081,-2880,-86820,-10435,6829,-14081,129.6090851,3.75,34.56242269,0.081216425,0.300917991,0.397778157,0.258033543,0.434208142,1.163002709,4.346309495,0.324841393
2021 Q1,AAPL,APPLE INC,40.07%,0,2021-03-31,89584,51505,38079,5262,5314,0,10576,27503,508,28011,4381,23630,0,23630,0,23630,30300,27503,1.41,1.4,69834,33036,5219,0,13376,121465,37815,134539,0,43339,215693,337158,106385,108642,52953,161595,267980,54203,15261,-286,0,69178,337158,94680,11284,2985,14269,-10125,-2642,12326,-4470,-4911,104038,-11085,0,0,-3075,0,-3075,-385,-14545,11643,1022,12665,-85971,-85971,-14467,-5580,-93353,-3860,7906,-14467,119.4920883,4.52,26.43630273,0.070085835,0.307007948,0.425064744,0.263774781,0.341582584,1.141749307,3.8737749,0.338230041
2021 Q2,AAPL,APPLE INC,41.47%,0,2021-06-30,81434,46179,35255,5717,5412,0,11129,24126,243,24369,2625,21744,0,21744,0,21744,26958,24126,1.31,1.3,61696,33908,5178,0,13641,114423,38615,131948,0,44854,215417,329840,107754,105752,52054,157806,265560,54989,9233,58,0,64280,329840,94680,11284,2985,14269,-10125,-2642,12326,-4470,-4911,104038,-11085,0,0,-3075,0,-3075,-385,-14545,11643,1022,12665,-85971,-85971,-14467,-5580,-93353,-3860,7906,-14467,134.2074432,5.18,25.90877283,0.065922872,0.29626446,0.432927279,0.267013778,0.338270068,1.061890974,4.13130056,0.331041088
2021 Q3,AAPL,APPLE INC,42.78%,0,2021-09-30,83360,48186,35174,5772,5616,0,11388,23786,-538,23248,2697,20551,0,20551,0,20551,26775,23786,1.25,1.23,62639,51506,6580,0,14111,134836,39440,127877,0,48849,216166,351002,125481,109106,53325,162431,287912,57365,5562,163,0,63090,351002,94680,11284,2985,14269,-10125,-2642,12326,-4470,-4911,104038,-11085,0,0,-3075,0,-3075,-385,-14545,11643,1022,12665,-85971,-85971,-14467,-5580,-93353,-3860,7906,-14467,138.8639069,5.67,24.49098886,0.058549524,0.285340691,0.421952975,0.246533109,0.325741005,1.07455312,4.563512443,0.321197217
2021 Q4,AAPL,APPLE INC,47.60%,0,2021-12-31,123945,69702,54243,6306,6449,0,12755,41488,-247,41241,6611,34630,0,34630,0,34630,44185,41488,2.11,2.1,63913,65253,5876,0,18112,153154,39245,138683,0,50109,228037,381191,147574,106629,55056,161685,309259,58424,14435,-927,0,71932,381191,94680,11284,2985,14269,-10125,-2642,12326,-4470,-4911,104038,-11085,0,0,-3075,0,-3075,-385,-14545,11643,1022,12665,-85971,-85971,-14467,-5580,-93353,-3860,7906,-14467,174.5162811,6.08,28.70333571,0.090846846,0.334729114,0.437637662,0.27939812,0.481426903,1.037811539,4.299324362,0.356488765
2022 Q1,AAPL,APPLE INC,42.79%,1,2022-03-31,97278,54719,42559,6387,6193,0,12580,29979,160,30139,5129,25010,0,25010,0,25010,32716,29979,1.54,1.52,51511,45400,5460,0,15809,118180,39304,141219,0,51959,232482,350662,127508,103323,52432,155755,283263,61181,12712,-6494,0,67399,350662,99803,11104,10044,21148,-1823,1484,9448,-7909,1200,122151,-10708,0,0,-9560,0,-9560,-2086,-22354,-4078,3955,-123,-89402,-89402,-14841,-6383,-110749,-10952,9038,-14841,171.8258209,6.21,27.66921432,0.071322242,0.308178622,0.437498715,0.257098213,0.371073755,0.926843806,4.202777489,0.33631448
2022 Q2,AAPL,APPLE INC,40.76%,1,2022-06-30,82959,47074,35885,6797,6012,0,12809,23076,-10,23066,3624,19442,0,19442,0,19442,25881,23076,1.2,1.2,48231,42242,5433,0,16386,112292,40335,131077,0,52605,224017,336309,129873,94700,53629,148329,278202,62115,5289,-9297,0,58107,336309,99803,11104,10044,21148,-1823,1484,9448,-7909,1200,122151,-10708,0,0,-9560,0,-9560,-2086,-22354,-4078,3955,-123,-89402,-89402,-14841,-6383,-110749,-10952,9038,-14841,134.7376556,6.1,22.08814027,0.057809931,0.278161501,0.432563073,0.23435673,0.334589636,0.864629292,4.787753627,0.311973384
2022 Q3,AAPL,APPLE INC,41.76%,0,2022-09-30,90146,52051,38095,6761,6440,0,13201,24894,-237,24657,3936,20721,0,20721,0,20721,27759,24894,1.3,1.29,48304,60932,4946,0,21223,135405,42117,120805,0,54428,217350,352755,153982,98959,49142,148101,302083,64849,-3068,-11109,0,50672,352755,99803,11104,10044,21148,-1823,1484,9448,-7909,1200,122151,-10708,0,0,-9560,0,-9560,-2086,-22354,-4078,3955,-123,-89402,-89402,-14841,-6383,-110749,-10952,9038,-14841,136.385376,6.15,22.1764839,0.058740486,0.27615202,0.422592239,0.229860449,0.408924061,0.879356029,5.961536943,0.307933796
2022 Q4,AAPL,APPLE INC,38.90%,1,2022-12-31,117154,66822,50332,7709,6607,0,14316,36016,-393,35623,5625,29998,0,29998,0,29998,38932,36016,1.89,1.88,51355,54180,6820,0,16422,128777,42951,114095,0,60924,217970,346747,137286,99627,53107,152734,290020,66399,3240,-12912,0,56727,346747,99803,11104,10044,21148,-1823,1484,9448,-7909,1200,122151,-10708,0,0,-9560,0,-9560,-2086,-22354,-4078,3955,-123,-89402,-89402,-14841,-6383,-110749,-10952,9038,-14841,128.4366608,5.93,21.65879608,0.086512645,0.307424416,0.429622548,0.256056131,0.52881344,0.9380199,5.112556631,0.332314731
2023 Q1,AAPL,APPLE INC,46.44%,1,2023-03-31,94836,52860,41976,7457,6201,0,13658,28318,64,28382,4222,24160,0,24160,0,24160,31216,28318,1.53,1.52,55872,35899,7482,0,13660,112913,43398,110461,0,65388,219247,332160,120075,97041,52886,149927,270002,69568,4336,-11746,0,62158,332160,96995,11519,8606,20125,-1688,-1618,-1889,-1382,-6577,110543,-10959,0,0,16001,0,16001,-1337,3705,-5923,-3978,-9901,-77550,-77550,-15025,-6012,-108488,5760,10833,-15025,163.2536163,5.92,27.57662438,0.072736031,0.298599688,0.442616728,0.254755578,0.388686895,0.940353945,4.343801281,0.329157704
2023 Q2,AAPL,APPLE INC,51.00%,0,2023-06-30,81797,45384,36413,7442,5973,0,13415,22998,-265,22733,2852,19881,0,19881,0,19881,26050,22998,1.27,1.26,62482,39186,7351,0,13640,122659,43550,104061,0,64768,212379,335038,124963,98071,51730,149801,274764,70667,1408,-11801,0,60274,335038,96995,11519,8606,20125,-1688,-1618,-1889,-1382,-6577,110543,-10959,0,0,16001,0,16001,-1337,3705,-5923,-3978,-9901,-77550,-77550,-15025,-6012,-108488,5760,10833,-15025,192.2990112,5.99,32.10334077,0.059339538,0.281159456,0.445163026,0.243052924,0.329843714,0.981562543,4.558582473,0.318471338
2023 Q3,AAPL,APPLE INC,49.77%,0,2023-09-30,89498,49071,40427,7307,6151,0,13458,26969,29,26998,4042,22956,0,22956,0,22956,29622,26969,1.47,1.47,61555,60985,6331,0,14695,143566,43715,100544,0,64758,209017,352583,145308,95281,49848,145129,290437,73812,-214,-11452,0,62146,352583,96995,11519,8606,20125,-1688,-1618,-1889,-1382,-6577,110543,-10959,0,0,16001,0,16001,-1337,3705,-5923,-3978,-9901,-77550,-77550,-15025,-6012,-108488,5760,10833,-15025,169.9642944,6.16,27.59160624,0.065108074,0.301336343,0.451708418,0.256497352,0.369388215,0.988011672,4.673462492,0.330979463
2023 Q4,AAPL,APPLE INC,49.54%,-1,2023-12-31,119575,64720,54855,7696,6786,0,14482,40373,-50,40323,6407,33916,0,33916,0,33916,43221,40373,2.19,2.18,73100,50102,6511,0,13979,143692,43666,99475,0,66681,209822,353514,133973,95088,50353,145441,279414,75236,8242,-9378,0,74100,353514,96995,11519,8606,20125,-1688,-1618,-1889,-1382,-6577,110543,-10959,0,0,16001,0,16001,-1337,3705,-5923,-3978,-9901,-77550,-77550,-15025,-6012,-108488,5760,10833,-15025,191.3809509,6.46,29.6255342,0.095939623,0.337637466,0.458749739,0.283637884,0.457705803,1.072544468,3.770769231,0.361455154
2024 Q1,AAPL,APPLE INC,40.81%,-1,2024-03-31,90753,48482,42271,7903,6468,0,14371,27900,158,28058,4422,23636,0,23636,0,23636,30736,27900,1.53,1.53,67150,41150,6232,0,13884,128416,43546,95187,0,70262,208995,337411,123822,91831,47564,139395,263217,78815,4339,-8960,0,74194,337411,93736,11445,9422,20867,-3788,-1046,6020,2465,3651,118254,-9447,0,0,13690,0,13690,-1308,2935,-9958,3960,-5998,-94949,-94949,-15234,-5802,-121983,-794,11688,-15234,170.6741028,6.46,26.42013975,0.070051065,0.307427854,0.465780746,0.260443181,0.318570235,1.037101646,3.547685797,0.338677509
2024 Q2,AAPL,APPLE INC,30.09%,-1,2024-06-30,85777,46099,39678,8006,6320,0,14326,25352,142,25494,4046,21448,0,21448,0,21448,28202,25352,1.4,1.4,61801,43172,6165,0,14297,125435,44502,91240,0,70435,206177,331612,131624,86196,47084,133280,264904,79850,-4726,-8416,0,66708,331612,93736,11445,9422,20867,-3788,-1046,6020,2465,3651,118254,-9447,0,0,13690,0,13690,-1308,2935,-9958,3960,-5998,-94949,-94949,-15234,-5802,-121983,-794,11688,-15234,209.9144745,6.59,31.85348627,0.064677997,0.295557084,0.462571552,0.250043718,0.321520657,0.9529797,3.971097919,0.328782774
2024 Q3,AAPL,APPLE INC,26.24%,-1,2024-09-30,94930,51051,43879,7765,6523,0,14288,29591,19,29610,14874,14736,0,14736,0,14736,32502,29591,0.99,0.97,65171,66243,7286,0,14287,152987,45680,91479,0,74834,211993,364980,176392,85750,45888,131638,308030,83276,-19154,-7172,0,56950,364980,93736,11445,9422,20867,-3788,-1046,6020,2465,3651,118254,-9447,0,0,13690,0,13690,-1308,2935,-9958,3960,-5998,-94949,-94949,-15234,-5802,-121983,-794,11688,-15234,232.488327,6.11,38.05046269,0.040374815,0.311713894,0.462224797,0.15523017,0.258753292,0.867312577,5.408779631,0.342378595
2024 Q4,AAPL,APPLE INC,28.12%,0,2024-12-31,124300,66025,58275,8268,7175,0,15443,42832,-248,42584,6254,36330,0,36330,0,36330,45912,42832,2.41,2.4,53775,59306,6911,0,13248,133240,46069,87593,0,77183,210845,344085,144365,83956,49006,132962,277327,84768,-11221,-6789,0,66758,344085,93736,11445,9422,20867,-3788,-1046,6020,2465,3651,118254,-9447,0,0,13690,0,13690,-1308,2935,-9958,3960,-5998,-94949,-94949,-15234,-5802,-121983,-794,11688,-15234,250.1449738,6.33,39.51737342,0.105584376,0.34458568,0.468825422,0.29227675,0.54420444,0.922938385,4.154213727,0.369364441
2020 Q3,ABBV,ABBVIE INC,0.79%,1,2020-09-30,12902,5050,7852,1706,2846,0,4597,3255,-755,2500,187,2313,0,2313,0,2308,5547,3255,1.3,1.29,7950,8416,3474,3169,0,23009,4986,246,117444,3936,126612,149621,24181,82282,23384,110151,134332,18,3335,-3259,0,15289,149621,4622,6471,5526,11997,-929,-40,1514,997,969,17588,-798,0,-39610,0,1464,1464,1387,-37557,-2683,0,-2683,-769,-769,-7716,-333,-11501,-31475,753,-7716,72.90645599,4.75,15.34872758,0.015425642,0.252286467,0.608587816,0.178886994,0.150958205,0.951532195,8.786186147,0.429933344
2020 Q4,ABBV,ABBVIE INC,1.01%,1,2020-12-31,13858,4684,9174,1712,3231,0,5421,3753,-5260,-1507,-1545,38,0,38,0,36,5818,3753,-0.13,-0.13,8479,8822,3310,3562,0,24173,5248,293,116000,4851,126392,150565,28661,77554,27607,108807,137468,18,1055,-3117,0,13097,150565,4622,6471,5526,11997,-929,-40,1514,997,969,17588,-798,0,-39610,0,1464,1464,1387,-37557,-2683,0,-2683,-769,-769,-7716,-333,-11501,-31475,753,-7716,90.40196991,2.73,33.11427469,0.000239099,0.2708183,0.662000289,0.002597777,0.002748721,0.843410907,10.49614416,0.419829701
2021 Q1,ABBV,ABBVIE INC,0.92%,-1,2021-03-31,13010,4213,8797,1667,2842,0,4694,4103,-236,3867,312,3555,0,3555,0,3553,6318,4103,2,1.99,9777,9588,3272,3932,0,26569,5193,305,113642,4792,123932,150501,31951,74183,26866,104817,136768,18,2292,-3295,0,13733,150501,11549,8521,4151,12672,-1321,-142,1719,-410,-1444,22777,-787,0,-1902,0,-21,-21,366,-2344,-8414,0,-8414,-690,-690,-9261,-674,-19039,1297,692,-9261,92.37263489,2.71,34.08584313,0.023607817,0.31537279,0.676172175,0.273097617,0.258719872,0.831554568,9.959076677,0.485626441
2021 Q2,ABBV,ABBVIE INC,0.79%,-1,2021-06-30,13959,4523,9436,1767,3164,68,4995,4441,-3278,1163,394,769,0,769,0,766,6641,4441,0.42,0.42,8600,9914,3386,4099,0,25999,5161,266,111738,4808,121973,147972,28684,74237,28796,106694,135378,18,740,-3103,0,12594,147972,11549,8521,4151,12672,-1321,-142,1719,-410,-1444,22777,-787,0,-1902,0,-21,-21,366,-2344,-8414,0,-8414,-690,-690,-9261,-674,-19039,1297,692,-9261,97.3143692,3.59,27.10706663,0.005176655,0.318145999,0.675979655,0.054874991,0.060822614,0.906393808,10.74940448,0.475750412
2021 Q3,ABBV,ABBVIE INC,0.53%,-1,2021-09-30,14342,4390,9952,1661,3083,-500,5646,4306,-618,3688,508,3180,0,3180,0,3179,6433,4306,1.78,1.78,12249,9281,3094,4333,0,28957,5130,272,109752,4747,119901,148858,28533,74049,29097,106748,135281,18,1600,-3156,0,13577,148858,11549,8521,4151,12672,-1321,-142,1719,-410,-1444,22777,-787,0,-1902,0,-21,-21,366,-2344,-8414,0,-8414,-690,-690,-9261,-674,-19039,1297,692,-9261,94.23233032,4.07,23.15290671,0.021355923,0.300237066,0.69390601,0.221656673,0.234145982,1.014859987,9.963983207,0.448542742
2021 Q4,ABBV,ABBVIE INC,0.12%,-1,2021-12-31,14886,4320,10566,1827,3260,0,5492,5074,-803,4271,226,4045,0,4045,0,4044,7053,5074,2.28,2.26,9830,9977,3128,4993,0,27928,5110,277,108330,4884,118601,146529,35194,64189,28701,95899,131093,18,3127,-2899,0,15436,146529,11549,8521,4151,12672,-1321,-142,1719,-410,-1444,22777,-787,0,-1902,0,-21,-21,366,-2344,-8414,0,-8414,-690,-690,-9261,-674,-19039,1297,692,-9261,119.7157669,6.48,18.47465539,0.027598632,0.340857181,0.709794438,0.271664651,0.26198497,0.793544354,8.492679451,0.473800887
2022 Q1,ABBV,ABBVIE INC,0.00%,-1,2022-03-31,13538,4052,9486,1497,3127,0,4769,4717,212,4929,436,4493,0,4493,0,4490,6770,4717,2.52,2.51,7572,10733,3483,4721,0,26509,5075,260,106284,5083,116702,143211,32521,63522,28023,94376,126897,18,5103,-2984,0,16314,143211,11845,8467,4875,13342,-1455,-686,1769,-414,-244,24943,-695,0,-794,0,92,92,774,-623,-12433,0,-12433,-1225,-1225,-10043,-1102,-24803,-545,671,-10043,144.8191223,7,20.68844604,0.03135234,0.348426651,0.700694342,0.331659034,0.275223734,0.815134836,7.778411181,0.500073866
2022 Q1,ALLY,ALLY FINANCIAL INC,0.11%,1,2022-03-31,2753,401,2352,0,1289,0,1506,846,0,846,191,655,0,655,0,627,0,0,1.87,1.86,3932,0,0,0,0,129197,0,46143,0,8957,55100,184297,149499,15885,3500,19385,168884,21728,-1076,-1791,0,15413,184297,1714,1327,2072,3399,-185,0,198,1121,1134,6247,0,0,0,0,-1186,-1186,-16077,-17263,661,2399,3060,-1650,-1650,-494,10659,11575,552,0,-384,38.96844864,8.03,4.852857863,0.003402117,0.307301126,0.854340719,0.227751544,0.040679946,0.864199761,10.95724389,0
2022 Q2,ALLY,ALLY FINANCIAL INC,0.34%,1,2022-06-30,2762,467,2295,0,1442,0,1661,634,0,634,152,482,0,482,0,454,0,0,1.41,1.4,4167,0,0,0,0,132715,0,44106,0,8882,52988,185703,151245,16984,3490,20474,171719,21762,-721,-3009,0,13984,185703,1714,1327,2072,3399,-185,0,198,1121,1134,6247,0,0,0,0,-1186,-1186,-16077,-17263,661,2399,3060,-1650,-1650,-494,10659,11575,552,0,-384,30.25136757,7.01,4.315458997,0.002444764,0.229543809,0.830919623,0.164373642,0.032465675,0.877483553,12.27967677,0
2022 Q3,ALLY,ALLY FINANCIAL INC,0.28%,0,2022-09-30,3058,804,2254,0,1599,0,1837,417,0,417,117,300,0,300,-1,272,0,0,0.88,0.88,5004,0,0,0,0,137376,0,41921,0,9343,51264,188640,156110,16628,3468,20096,176206,21781,-544,-4340,0,12434,188640,1714,1327,2072,3399,-185,0,198,1121,1134,6247,0,0,0,0,-1186,-1186,-16077,-17263,661,2399,3060,-1650,-1650,-494,10659,11575,552,0,-384,25.35706139,5.99,4.233232285,0.0014419,0.136363636,0.737083061,0.088947024,0.021875503,0.879994875,14.17130449,0
2022 Q4,ALLY,ALLY FINANCIAL INC,0.24%,-1,2022-12-31,3626,1185,2441,0,1756,0,1996,445,0,445,167,278,0,278,0,361,0,0,0.9,0.89,5571,0,0,0,0,140960,0,41728,0,9138,50866,191826,157752,17762,3453,21215,178967,21816,-384,-4059,0,12859,191826,1714,1327,2072,3399,-185,0,198,1121,1134,6247,0,0,0,0,-1186,-1186,-16077,-17263,661,2399,3060,-1650,-1650,-494,10659,11575,552,0,-384,22.51617241,5.06,4.449836444,0.001881914,0.122724766,0.673193602,0.099558742,0.028073723,0.89355444,13.91764523,0
